facility_id,URL,slug,corp_type
115701,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115701,115701,Non profit - Corporation
115702,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115702,115702,Government - County
115703,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115703,115703,For profit - Limited Liability company
115704,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115704,115704,Non profit - Other
115705,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115705,115705,For profit - Corporation
115706,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115706,115706,For profit - Corporation
115707,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115707,115707,Government - Hospital district
115708,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115708,115708,Non profit - Corporation
115709,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115709,115709,Non profit - Other
115710,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115710,115710,For profit - Individual
115711,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115711,115711,Government - Hospital district
115712,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115712,115712,Non profit - Corporation
115713,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115713,115713,Government - County
115714,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115714,115714,Non profit - Other
115715,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115715,115715,Non profit - Other
115716,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115716,115716,Non profit - Corporation
115717,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115717,115717,For profit - Corporation
115718,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115718,115718,For profit - Limited Liability company
115719,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115719,115719,For profit - Corporation
115720,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115720,115720,For profit - Corporation
115721,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115721,115721,Non profit - Corporation
115722,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115722,115722,Non profit - Other
115725,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115725,115725,Non profit - Other
115727,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115727,115727,For profit - Limited Liability company
115728,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115728,115728,Non profit - Corporation
115729,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115729,115729,For profit - Corporation
115730,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115730,115730,For profit - Corporation
115732,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115732,115732,For profit - Corporation
115733,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115733,115733,For profit - Individual
115771,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=115771,115771,For profit - Partnership
11A200,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=11A200,11A200,Government - State
125002,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125002,125002,Government - State
125003,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125003,125003,Non profit - Corporation
125004,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125004,125004,For profit - Corporation
125007,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125007,125007,Non profit - Corporation
125009,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125009,125009,Government - State
125010,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125010,125010,Government - State
125011,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125011,125011,For profit - Corporation
125013,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125013,125013,Non profit - Corporation
125014,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125014,125014,Non profit - Corporation
125015,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125015,125015,Non profit - Other
125019,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125019,125019,For profit - Corporation
125020,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125020,125020,For profit - Corporation
125021,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125021,125021,Government - State
125023,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125023,125023,Non profit - Corporation
125024,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125024,125024,For profit - Corporation
125026,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125026,125026,Non profit - Corporation
125029,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125029,125029,Government - State
125030,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125030,125030,Non profit - Other
125031,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125031,125031,Government - State
125032,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125032,125032,Government - State
125033,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125033,125033,Non profit - Corporation
125038,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125038,125038,For profit - Partnership
125040,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125040,125040,For profit - Corporation
125041,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125041,125041,For profit - Corporation
125042,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125042,125042,For profit - Partnership
125043,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125043,125043,For profit - Corporation
125045,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125045,125045,For profit - Corporation
125046,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125046,125046,For profit - Corporation
125047,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125047,125047,For profit - Limited Liability company
125048,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125048,125048,For profit - Corporation
125050,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125050,125050,For profit - Corporation
125051,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125051,125051,For profit - Corporation
125052,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125052,125052,For profit - Corporation
125055,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125055,125055,Non profit - Corporation
125056,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125056,125056,Non profit - Corporation
125057,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125057,125057,For profit - Corporation
125058,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125058,125058,For profit - Corporation
125059,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125059,125059,Non profit - Corporation
125061,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125061,125061,For profit - Individual
125062,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125062,125062,For profit - Corporation
125063,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125063,125063,Non profit - Corporation
125064,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125064,125064,For profit - Corporation
125065,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125065,125065,For profit - Partnership
125066,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=125066,125066,For profit - Partnership
135004,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135004,135004,Government - County
135006,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135006,135006,Non profit - Corporation
135007,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135007,135007,Non profit - Corporation
135010,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135010,135010,For profit - Corporation
135011,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135011,135011,For profit - Limited Liability company
135014,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135014,135014,For profit - Partnership
135015,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135015,135015,For profit - Corporation
135018,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135018,135018,For profit - Corporation
135019,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135019,135019,For profit - Limited Liability company
135020,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135020,135020,For profit - Corporation
135021,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135021,135021,For profit - Corporation
135038,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135038,135038,For profit - Limited Liability company
135042,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135042,135042,For profit - Limited Liability company
135048,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135048,135048,For profit - Individual
135051,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135051,135051,For profit - Partnership
135052,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135052,135052,For profit - Corporation
135053,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135053,135053,For profit - Corporation
135055,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135055,135055,Non profit - Corporation
135056,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135056,135056,Government - County
135058,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135058,135058,Non profit - Church related
135059,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135059,135059,Government - County
135060,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135060,135060,Government - County
135062,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135062,135062,Government - County
135064,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135064,135064,Government - County
135065,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135065,135065,For profit - Corporation
135066,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135066,135066,Government - Hospital district
135067,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135067,135067,Non profit - Church related
135068,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135068,135068,For profit - Corporation
135069,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135069,135069,For profit - Limited Liability company
135070,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135070,135070,Government - County
135075,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135075,135075,Non profit - Corporation
135076,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135076,135076,For profit - Corporation
135077,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135077,135077,For profit - Limited Liability company
135079,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135079,135079,For profit - Corporation
135080,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135080,135080,For profit - Corporation
135081,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135081,135081,For profit - Corporation
135082,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135082,135082,For profit - Limited Liability company
135084,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135084,135084,For profit - Limited Liability company
135085,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135085,135085,Non profit - Corporation
135087,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135087,135087,For profit - Individual
135089,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135089,135089,For profit - Corporation
135090,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135090,135090,For profit - Corporation
135091,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135091,135091,For profit - Corporation
135092,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135092,135092,Non profit - Church related
135093,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135093,135093,For profit - Limited Liability company
135094,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135094,135094,For profit - Limited Liability company
135095,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135095,135095,For profit - Corporation
135097,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135097,135097,Non profit - Corporation
135098,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135098,135098,For profit - Corporation
135102,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135102,135102,For profit - Corporation
135103,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135103,135103,For profit - Corporation
135104,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135104,135104,For profit - Corporation
135105,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135105,135105,For profit - Corporation
135110,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135110,135110,For profit - Corporation
135111,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135111,135111,Government - State
135113,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135113,135113,For profit - Corporation
135114,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135114,135114,Non profit - Corporation
135116,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135116,135116,For profit - Corporation
135122,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135122,135122,For profit - Corporation
135123,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135123,135123,For profit - Corporation
135125,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135125,135125,For profit - Limited Liability company
135127,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135127,135127,For profit - Corporation
135128,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135128,135128,For profit - Limited Liability company
135129,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135129,135129,For profit - Partnership
135130,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135130,135130,For profit - Corporation
135131,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135131,135131,Government - State
135132,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135132,135132,Government - State
135133,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135133,135133,Government - State
135134,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135134,135134,For profit - Corporation
135135,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135135,135135,For profit - Corporation
135136,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135136,135136,For profit - Corporation
135137,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135137,135137,For profit - Limited Liability company
135138,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135138,135138,For profit - Corporation
135139,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135139,135139,For profit - Corporation
135140,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135140,135140,For profit - Corporation
135141,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135141,135141,Non profit - Corporation
135142,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135142,135142,For profit - Corporation
135143,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135143,135143,For profit - Corporation
135144,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135144,135144,For profit - Corporation
135146,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=135146,135146,For profit - Corporation
145000,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145000,145000,Non profit - Corporation
145004,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145004,145004,For profit - Partnership
145006,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145006,145006,For profit - Corporation
145008,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145008,145008,For profit - Corporation
145011,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145011,145011,For profit - Partnership
145012,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145012,145012,Non profit - Corporation
145016,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145016,145016,For profit - Corporation
145021,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145021,145021,Non profit - Corporation
145024,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145024,145024,Non profit - Church related
145026,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145026,145026,Non profit - Other
145027,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145027,145027,For profit - Corporation
145029,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145029,145029,Non profit - Church related
145031,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145031,145031,Non profit - Corporation
145038,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145038,145038,For profit - Corporation
145039,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145039,145039,For profit - Corporation
145043,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145043,145043,For profit - Partnership
145044,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145044,145044,For profit - Limited Liability company
145045,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145045,145045,For profit - Individual
145050,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145050,145050,Government - City/county
145058,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145058,145058,For profit - Corporation
145062,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145062,145062,For profit - Corporation
145070,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145070,145070,For profit - Limited Liability company
145087,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145087,145087,Non profit - Other
145102,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145102,145102,For profit - Corporation
145111,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145111,145111,For profit - Corporation
145121,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145121,145121,Non profit - Corporation
145122,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145122,145122,For profit - Corporation
145126,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145126,145126,For profit - Corporation
145135,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145135,145135,For profit - Corporation
145136,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145136,145136,For profit - Corporation
145142,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145142,145142,For profit - Corporation
145151,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145151,145151,For profit - Corporation
145160,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145160,145160,For profit - Corporation
145171,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145171,145171,For profit - Corporation
145173,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145173,145173,For profit - Corporation
145180,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145180,145180,For profit - Corporation
145183,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145183,145183,For profit - Corporation
145190,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145190,145190,For profit - Corporation
145197,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145197,145197,For profit - Individual
145198,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145198,145198,For profit - Corporation
145199,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145199,145199,Non profit - Corporation
145200,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145200,145200,For profit - Corporation
145208,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145208,145208,For profit - Corporation
145211,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145211,145211,For profit - Corporation
145213,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145213,145213,For profit - Limited Liability company
145219,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145219,145219,For profit - Partnership
145220,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145220,145220,For profit - Corporation
145221,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145221,145221,For profit - Corporation
145222,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145222,145222,For profit - Partnership
145229,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145229,145229,For profit - Partnership
145234,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145234,145234,For profit - Partnership
145235,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145235,145235,For profit - Individual
145237,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145237,145237,For profit - Individual
145239,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145239,145239,For profit - Individual
145241,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145241,145241,For profit - Individual
145243,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145243,145243,For profit - Corporation
145244,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145244,145244,For profit - Individual
145246,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145246,145246,Non profit - Other
145247,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145247,145247,For profit - Corporation
145248,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145248,145248,For profit - Corporation
145256,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145256,145256,For profit - Corporation
145257,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145257,145257,For profit - Corporation
145259,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145259,145259,For profit - Corporation
145261,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145261,145261,For profit - Corporation
145266,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145266,145266,For profit - Limited Liability company
145267,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145267,145267,For profit - Limited Liability company
145268,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145268,145268,For profit - Partnership
145269,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145269,145269,Government - County
145271,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145271,145271,For profit - Corporation
145273,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145273,145273,For profit - Corporation
145275,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145275,145275,For profit - Corporation
145278,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145278,145278,For profit - Corporation
145285,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145285,145285,For profit - Corporation
145286,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145286,145286,For profit - Corporation
145289,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145289,145289,For profit - Corporation
145290,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145290,145290,For profit - Individual
145294,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145294,145294,For profit - Corporation
145295,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145295,145295,For profit - Corporation
145304,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145304,145304,For profit - Corporation
145307,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145307,145307,For profit - Individual
145308,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145308,145308,For profit - Partnership
145309,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145309,145309,For profit - Corporation
145312,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145312,145312,For profit - Corporation
145316,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145316,145316,For profit - Partnership
145319,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145319,145319,For profit - Corporation
145323,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145323,145323,For profit - Corporation
145324,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145324,145324,Non profit - Corporation
145329,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145329,145329,For profit - Individual
145333,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145333,145333,For profit - Individual
145334,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145334,145334,For profit - Individual
145336,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145336,145336,For profit - Corporation
145337,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145337,145337,For profit - Individual
145338,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145338,145338,For profit - Partnership
145339,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145339,145339,For profit - Partnership
145341,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145341,145341,Non profit - Corporation
145343,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145343,145343,For profit - Corporation
145344,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145344,145344,For profit - Corporation
145347,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145347,145347,For profit - Limited Liability company
145350,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145350,145350,For profit - Partnership
145358,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145358,145358,For profit - Corporation
145363,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145363,145363,For profit - Corporation
145364,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145364,145364,Government - City/county
145367,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145367,145367,For profit - Corporation
145370,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145370,145370,For profit - Corporation
145371,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145371,145371,For profit - Corporation
145372,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145372,145372,For profit - Corporation
145376,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145376,145376,For profit - Corporation
145379,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145379,145379,For profit - Corporation
145380,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145380,145380,Non profit - Corporation
145381,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145381,145381,Non profit - Corporation
145382,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145382,145382,For profit - Individual
145384,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145384,145384,Non profit - Corporation
145386,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145386,145386,For profit - Corporation
145387,https://www.medicare.gov/nursinghomecompare/profile.html#profTab=0&ID=145387,145387,For profit - Corporation
